Player Id,Name,Position,Year,Season,Week,Game Date,Home or Away,Opponent,Outcome,Score,Games Played,Games Started,Receptions,Receiving Yards,Yards Per Reception,Longest Reception,Receiving TDs,Rushing Attempts,Rushing Yards,Yards Per Carry,Longest Rushing Run,Rushing TDs,Fumbles,Fumbles Lost
billlarson/2519112,"Larson, Bill",,1977,Regular Season,14,17-Dec,Home,MIN,L,21 to 30,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,1,21-Sep,Away,MIN,L,17 to 27,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,2,28-Sep,Home,LA,L,14 to 23,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,3,5-Oct,Away,KC,W,20 to 3,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,4,12-Oct,Home,ATL,L,3 to 17,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,5,19-Oct,Home,NO,W,35 to 21,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,6,26-Oct,Away,NE,L,16 to 24,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,7,2-Nov,Home,DET,L,17 to 28,1,--,3,36,12,15,0,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,8,9-Nov,Away,LA,W,24 to 23,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,9,16-Nov,Home,CHI,W,31 to 3,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,10,23-Nov,Away,NO,W,16 to 6,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,11,30-Nov,Away,PHI,L,17 to 27,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,12,7-Dec,Home,HOU,L,13 to 27,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,13,14-Dec,Away,ATL,L,9 to 31,1,--,2,28,14,24,0,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1975,Regular Season,14,21-Dec,Home,NYG,L,23 to 26,1,--,--,--,--,--,--,--,--,--,--,--,--,--
markbell/2509361,"Bell, Mark",,1981,Regular Season,1,6-Sep,Home,MIA,L,7 to 20,1,--,--,--,--,--,--,--,--,--,--,--,--,--
