player_id,player_name,position,nfl_year,season,week,game_date,home_or_away,opponent,outcome,score,games_played,games_started,receptions,receiving_yards,yards_per_reception,longest_reception,receiving_tds,rushing_attempts,rushing_yards,yards_per_carry,longest_rushing_run,rushing_tds,fumbles,fumbles_lost
tonydavis/2512597,"Davis, Tony",,1981,Regular Season,12,22-Nov,Home,GB,W,37 to 3,1,--,1,3,3,3,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1981,Regular Season,13,29-Nov,Away,NO,W,31 to 14,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1981,Regular Season,14,6-Dec,Home,ATL,W,24 to 23,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1981,Regular Season,15,13-Dec,Home,SD,L,23 to 24,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1981,Regular Season,16,20-Dec,Away,DET,W,20 to 17,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1981,Postseason,18,2-Jan,Away,DAL,L,0 to 38,1,--,1,0,0,0,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,2,11-Sep,Home,LA,W,10 to 9,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,3,21-Sep,Away,DAL,L,17 to 28,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,4,28-Sep,Home,CLE,L,27 to 34,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,5,6-Oct,Away,CHI,L,0 to 23,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,7,19-Oct,Away,HOU,L,14 to 20,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,8,26-Oct,Away,SF,W,24 to 23,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,9,2-Nov,Home,NYG,W,30 to 13,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,10,9-Nov,Home,PIT,L,21 to 24,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,11,16-Nov,Away,MIN,L,30 to 38,1,--,--,--,--,--,--,5,40,8,9T,1,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,12,23-Nov,Home,DET,L,10 to 24,1,--,1,2,2,2,0,1,9,9,9,0,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,13,30-Nov,Away,GB,W,20 to 17,1,--,1,8,8,8,0,3,23,7.7,13,0,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,14,7-Dec,Home,MIN,L,10 to 21,1,--,1,6,6,6,0,1,18,18,18,0,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,15,14-Dec,Away,DET,L,14 to 27,1,--,--,--,--,--,--,1,8,8,8,0,--,--
tonydavis/2512597,"Davis, Tony",,1980,Regular Season,16,20-Dec,Home,CHI,L,13 to 14,1,--,2,8,4,5,0,1,17,17,17,0,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,1,1-Sep,Home,DET,W,31 to 16,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,2,9-Sep,Away,BAL,W,29 to 26,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,3,16-Sep,Away,GB,W,21 to 10,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,4,23-Sep,Home,LA,W,21 to 6,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,5,30-Sep,Away,CHI,W,17 to 13,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,6,7-Oct,Away,NYG,L,14 to 17,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,7,14-Oct,Home,NO,L,14 to 42,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,8,21-Oct,Home,GB,W,21 to 3,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,9,28-Oct,Away,MIN,W,12 to 10,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,10,4-Nov,Away,ATL,L,14 to 17,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,11,11-Nov,Away,DET,W,16 to 14,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,12,18-Nov,Home,NYG,W,31 to 3,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,13,25-Nov,Home,MIN,L,22 to 23,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,14,2-Dec,Home,CHI,L,0 to 14,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,15,9-Dec,Away,SF,L,7 to 23,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Regular Season,16,16-Dec,Home,KC,W,3 to 0,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Postseason,18,29-Dec,Home,PHI,W,24 to 17,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1979,Postseason,19,6-Jan,Home,LA,L,0 to 9,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,1,3-Sep,Home,KC,L,23 to 24,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,2,10-Sep,Away,CLE,L,10 to 13,1,--,1,2,2,2,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,3,17-Sep,Home,PIT,L,3 to 28,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,4,24-Sep,Home,NO,L,18 to 20,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,5,1-Oct,Away,SF,L,12 to 28,0,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,6,9-Oct,Away,MIA,L,0 to 21,0,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,7,15-Oct,Home,NE,L,3 to 10,1,--,1,0,0,0,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,8,22-Oct,Away,BUF,L,0 to 5,1,--,3,19,6.3,15,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,9,29-Oct,Home,HOU,W,28 to 13,1,--,8,12,1.5,5,1,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,10,5-Nov,Away,SD,L,13 to 22,1,--,1,0,0,0,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,11,13-Nov,Home,OAK,L,21 to 34,1,--,--,--,--,--,--,1,9,9,9,0,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,12,19-Nov,Away,PIT,L,6 to 7,1,--,1,1,1,1,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,13,26-Nov,Away,HOU,L,10 to 17,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,14,3-Dec,Home,ATL,W,37 to 7,1,--,5,21,4.2,10,1,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,15,11-Dec,Away,LA,W,20 to 19,1,--,--,--,--,--,--,1,14,14,14,0,--,--
tonydavis/2512597,"Davis, Tony",,1978,Regular Season,16,17-Dec,Home,CLE,W,48 to 16,1,--,1,2,2,2,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,1,18-Sep,Home,CLE,L,3 to 13,1,--,5,19,3.8,13,0,2,13,6.5,9,0,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,2,25-Sep,Home,SEA,W,42 to 20,1,--,2,0,0,2T,1,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,3,2-Oct,Away,SD,L,3 to 24,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,4,9-Oct,Away,GB,W,17 to 7,1,--,4,0,0,2T,1,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,5,17-Oct,Away,PIT,L,14 to 20,1,--,2,9,4.5,5,0,1,28,28,28,0,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,6,23-Oct,Home,DEN,L,13 to 24,1,--,3,13,4.3,7,0,6,42,7,14,0,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,7,30-Oct,Home,HOU,W,13 to 10,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,8,6-Nov,Away,CLE,W,10 to 7,1,--,1,0,0,0,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,9,13-Nov,Away,MIN,L,10 to 42,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,10,20-Nov,Home,MIA,W,23 to 17,1,--,2,11,5.5,8,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,11,27-Nov,Home,NYG,W,30 to 13,1,--,1,3,3,3,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,12,4-Dec,Away,KC,W,27 to 7,1,--,7,26,3.7,12,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,13,10-Dec,Home,PIT,W,17 to 10,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1977,Regular Season,14,18-Dec,Away,HOU,L,16 to 21,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1976,Regular Season,1,12-Sep,Home,DEN,W,17 to 7,1,--,1,-3,-3,-3,0,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1976,Regular Season,2,19-Sep,Away,BAL,L,27 to 28,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1976,Regular Season,3,26-Sep,Home,GB,W,28 to 7,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1976,Regular Season,4,3-Oct,Away,CLE,W,45 to 24,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1976,Regular Season,5,10-Oct,Home,TB,W,21 to 0,1,--,9,55,6.1,15,0,1,9,9,9,0,--,--
tonydavis/2512597,"Davis, Tony",,1976,Regular Season,6,17-Oct,Away,PIT,L,6 to 23,1,--,--,--,--,--,--,--,--,--,--,--,--,--
tonydavis/2512597,"Davis, Tony",,1976,Regular Season,7,24-Oct,Away,HOU,W,27 to 7,1,--,6,39,6.5,16,0,1,11,11,11,0,--,--
